Sr No.,NAMC_ID,NAMC_CODE,Long_definition,Name English
209,206,AAD-2.1(SR20),-,Pattern of v?ta occluded by pitta (TM2) ?
210,207,AAD-2.2(SR20),-,Pattern of v?ta occluded by kapha (TM2) ?
211,208,AAD-2.3(SR20),-,Pattern of primary impulse of vata occluded by pitta (TM2) ?
212,209,AAD-2.4(SR20),-,Pattern of primary impulse of vata occluded by kapha (TM2) ?
213,210,AAD-2.5(SR20),-,Pattern of ascending vata occluded by pitta (TM2) ?
214,211,AAD-2.6(SR20),-,Pattern of ascending vata occluded by kapha (TM2) ?
215,212,AAD-2.7(SR20),-,Pattern of kindling vata occluded by pitta (TM2) ?
216,213,AAD-2.8(SR20),-,Pattern of kindling vata occluded by kapha (TM2) ?
217,214,AAD-2.9(SR20),-,Pattern of circulating vata occluded by pitta (TM2) ?
218,215,AAD-2.10(SR20),-,Pattern of circulating vata occluded by kapha (TM2) ?
219,216,AAD-2.11(SR20),-,Pattern of descending vata occluded by pitta (TM2) ?
220,217,AAD-2.12(SR20),-,Pattern of descending vata occluded by kapha (TM2) ?
221,218,AAD-2.13,-,disorders of v?ta occluded by kapha and pitta
222,219,AAD-3,-,occlusion of v?ta by dh?tu
223,220,AAD-3.1(SR20),-,Pattern of v?ta occluded by blood (TM2) ?
224,221,AAD-3.2(SR20),-,Pattern of v?ta occluded by muscle tissue (TM2) ?
225,222,AAD-3.3(SR20),-,Pattern of v?ta occluded by fat (TM2) ?
226,223,AAD-3.4(SR20),-,Pattern of v?ta occluded by bone tissue (TM2) ?
227,224,AAD-3.5(SR20),-,Pattern of v?ta occluded by bone marrow (TM2) ?
228,225,AAD-3.6(SR20),-,Pattern of v?ta occluded by reproductive tisses (TM2) ?
229,226,AAD-3.7(SR20),-,Pattern of v?ta occluded by all primary structural components of the body (TM2) ?
230,227,AAD-4(SR20),-,Pattern of occlusion of v?ta by faeces (TM2) ?
231,228,AAD-4.1(SR20),-,Pattern of v?ta occluded by urine (TM2) ?
232,229,AAD-4.2,"the disorder is characterized by ativibandha? [severe constipation], sv? sth?n? parikr?ntati [cutting type of pain in svasthana i.e. rectum/pakv??aya], vrajaty??u jar?? sn?ha? [instantaneous digestion of the ingested fat], bhukt? c?nahyat? nara? [abdominal distention on consumption of food], cir?t p??itamann?na du?kha? ?u?ka? ?akr?t sr?j?t [due to pressure of the undigested food, the patient voids after along time. the voiding is painfull and the stool is dry], ?r??iva?k?a?apr???h??u ruk [pain in the hips, groin, and back], vil?ma? m?ruta? [upward movement of v?yu (flatus or gas) in the abdomen], asvastha? hr?dayam [discomfort in the cardiac region/heart]",disorders of v?ta occluded by faeces
233,230,AAD-5(SR20),-,Pattern of v?ta occluded by food (TM2) ?
234,232,AAE,-,location specific vitiated v?ta
235,233,AAE-1,"the disorder is characterized by ar?a? [hemorrhoids], gulma? [palpable glandular enlargment in abdomen/abdominal lump], p?r?va??lam [pain in sides of chest/flanks], bradhna? [inguinal swelling/herniation], m?tranigraha? [retention of urine], varca-nigraha? [retention of faeces], hr?dr?ga? [diseases of heart]",vitiated v?ta in k???ha
236,234,AAE-2,"the disorder is characterized by g?trasphura?am [flickering/twitching in various parts of body], sandhisphu?anam [bursting type of pain in joints], g?trabhañjanam [feeling as if limbs are being broken], v?dan?-par?ta? [severe pain], t?da? [pricking pain], bh?da? [breaking type of pain], sphura?am [pulsating sensation], stambhanam [stiffening of body], ?k??pa?am [convulsion], sandhi-?kuñcanam [contraction of joint], sandhi-kampanam [trembling of joint]",vitiated v?ta in entire body
237,235,AAE-3,"the disorder is characterized by vi?graha? [retention of feces], m?tragraha? [obstruction/retention in the passage of urine], v?tagraha? [retention of flatus], ??lam [sharp pain in anus], ?dhm?nam [abdominal distension], a?mar? [urolithiasis], ?arkar? [mutiple gravely particles in urine], ja?gh?r?ga?(ruj?) [pain in calf muscles], ja?gh????a? [wasting of calf region], ?rur?ga?(ruj?) [pain in thighs], ?ru???a? [wasting of thighs], trik-r?ga?(ruj?) [pain in sacral iliac region of back], trik-???a? [wasting of sacroiliac region of back], p?dar?ga?(ruj?) [pain in legs/feet], p?da???a? [wasting of legs], pr???har?ga?(ruj?) [pain in back], pr???ha???a? [wasting of back]",vitiated v?ta in rectum
238,236,AAE-4,"the disorder is characterized by hr?daya-ruk [pain in the pericordial region/angina pectoris], n?bhi- ruk [pain in the umbilical region], p?r?varuk [pain in sides of chest/flanks], udararuk [pain in the abdomen], tr???? [thirst], udg?ra? [eructation], vis?cik? [loose motions and vomitings caused by ama], k?sa? [cough], ka??ha-???a? [dryness in the throat], ?sya???a? [dryness in mouth], ?v?sa? [breathlessness/difficult breathing], vamathu? [vomiting], ka??h?par?dha? [choking sensation of throat/obstruction of throat], n?bh?r?rdhvavy?dhaya? [diseases of above nabhi/umbilicus]",vitiated v?ta in stomach
239,237,AAE-5,"the disorder is characterized by antrak?janam [barborygmus/gurgling sound of intestines], ??la? [colicky pain in the abdomen], ???pa? [gurgling sound of the intestines/barborygmus], m?trakr?cchram [dysuria], kr?cchrapur??atvam [diffuculty in passing stool], ?n?ha? [barborygmus with distention], trikav?dan?m [pain in the sacroiliac region], malar?dha? [constipation], a?mar? [urolithiasis], vardhma [herniation], ar?as [haemorrhoids], trikagraham [stiffness of sacroiliac region], pr???hagraham [stiffness of back], ka?igraham [stiffness of low back]",vitiated v?ta in colon
240,238,AAE-6,the disorder is characterized by indriyavadham [impairment of the functions of sense organs],vitiated v?ta in ears
241,239,AAE-7,"the disorder is characterized by tvak-r?k?atvam [dryness of skin], tvak- sphu?it? [cracking of skin], tvak-suptatvam [numbness in skin], tvak-kr??atvam [thining of skin/skin atrophy], tvak- kr???atvam [blackening of skin], tudyat?/nist?danam [pricking pain in skin], ?tanyat? sar?g? [stretching and redness of skin], parvaruk [pain in small joints], cumacum?yanam [skin irritation as if application of mustard paste], tvagbh?dam [cracking of skin], vaivar?yam [discolouration], parip??anam [scaling of skin]",vitiated v?ta in skin
242,240,AAE-8,"the disorder is characterized by rujast?vr?? [acute pain], sasant?p?? [with burning sensation], vaivar?ya? [discolouration], kr??at? [emaciation], aruci? [tastelessness], g?tr? c?r???i [appearance of rash/scabs on the body], bhuktasya stambha? g?tr? [stiffness of the body after taking food], sv?pam [sleepiness/numbness], r?gam [redness/congestion], annasya vi??ambha? [indigestion of food], bhrama? [giddiness or dizziness], vra?a? [wound/ulcer/sore]",vitiated v?ta in rakta
243,241,AAE-9,"the disorder is characterized by gurva?gam [heavyness of the body], tudyat??tyartha? da??amu??ihata? tath? [excessive pain in the body as if beaten by a stick or with fist-cuffs], saruk ?ramitamatyartham [pain and excessive fatigue], karka?a-granthi? [glandular swelling which is hard/firm/rough], t?da? [pricking pain], ?ramam [exhaustion/fatigue], atiruk [severe pain], stabdham [stiffness], sa??la-granthi? [glandular swelling with pain]",vitiated v?ta in m?msa
244,242,AAE-10,"the disorder is characterized by gurva?gam [heavyness of the body], tudyat??tyartha? da??amu??ihata? tath? [excessive pain in the body as if beaten by a stick or with fist-cuffs], saruk ?ramitamatyartham [pain and excessive fatigue], karka?a-granthi? [glandular swelling which is hard/firm/rough], t?da? [pricking pain], ?ramam [exhaustion/fatigue], atiruk [severe pain], stabdham [stiffness], mandaruk [mild pain], avra?a-granthi? [glandular swelling without ulcer]",vitiated v?ta in m?das
245,243,AAE-11,"the disorder is characterized by asthiparva??? bh?da? [cracking type of pain in the bones and small joints], sandhi??lam [pain in the joints], m??sak?aya? [extreme wasting of muscles/diminution of muscle mass], balak?aya? [loss of physical strength or weakness], asvapna? [insomnia/sleeplessness], santat? ruk [constant pain], sakthi??lam [pain in thighs], sandhisa??lam [pain in joints], asthi??lam [pain in the bones], t?vra? balak?ayam [severe loss of physical strength], asthi???a? [diminution of asthi/osteoenia/osteoporosis]",aggravation of v?ta in asthi
246,244,AAE-12,"the disorder is characterized by asthiparva??? bh?da? [cracking type of pain in the bones and small joints], sandhi??lam [pain in the joints], m??sak?aya? [extreme wasting of muscles/diminution of muscle mass], balak?aya? [loss of physical strength or weakness], asvapna? [insomnia/sleeplessness], santat? ruk/rujam [constant pain], asthisau?irya? [porousness of bones], stabdhat? [stiffness]",vitiated v?ta in majj?
247,245,AAE-13,"the disorder is characterized by garbham badhn?ti [delayed labour/postterm delivery], garbhak?ipra? muñcati [miscarriage/abortion/preterm delivery], ?ukra? badhn?ti/?ukrasya sa?gam [delayed ejaculation], ?ukra? k?ipra? muñcati/?ukrasya ??ghramutsargam [premature ejaculation], vikr?ti? janay?t [congenital anamolies in offspring], ?ukrasya apravr?tti? [inability to ejaculate]",vitiated v?ta in ?ukra
248,246,AAE-14,"the disorder is characterized by b?hy?y?ma? [external bending of body], antar?y?ma? [internal bending of body], khall? [shooting pain in extremities], kubjatvam [hump backed], sarv??gar?ga? [quadriplegia], ?k??gar?ga? [monoplegia], stambha? [rigidity/stiffness], kampa? [tremors], ??lam [sharp pain], ?k??pa?am [convulsion], gr?dhras? [sciatica]",vitiated v?ta in sn?yu
249,247,AAE-15,"the disorder is characterized by mandaruk [mild pain], manda??pham [mild oedema], ?ar?ra? ?u?yati [dryness/emaciation of body], spandat? tath? supta sir? [presence or absence of pulsation in the blood vessels/arteries], tanvy? mahaty? v? sir? [thinness or excessive thickness of the vessels or narrowing or dilatation of blood vessels/arteries], ??lam [sharp pain], sir?kuñcanam [contraction/narrowing of sira/blood vessels (ku?ila sir?- tortous sira)], sir?p?ra?am [bulky /prominent blood vessels], sir?su ?dhm?nam [fullness of blood vessels], sir?su riktat? [emptyness of blood vessels]",vitiated v?ta in sir?
250,248,SP12(AAE-16),"It is characterised by pain, swelling, stiffness, hardening and restricted movements of the joint. This may be explained by: (a) Increased vata affecting the joint leading to degenerative changes.",Osteoarthritis disorder (TM2)
251,249,AAE-17,the disorder is characterized by vividh?? vik?r?? [various disorders of urinary tract],vitiated v?ta in basti
252,250,AA-1,-,not easily curable v?ta disorders
253,251,AA-2,-,irremediable v?ta disorders
254,252,AA-3,"the disorder is characterized by visarpa? [spreading cellulitis/erysipelas], d?ha? [burning sensation], ruk [pain], sa?ga? [obstruction/adherence], m?rch? [syncope/attacks of swooning], aruci? [tastelessness], agnim?rdavam [diminution of agni (digestive power)], k???am??sam [depletion/diminution of m??sa], k???abalam [loss of strength], pak?avadh?daya? [paralysis etc]",complications of v?ta disorders
255,253,AA-4,"the disorder is characterized by ??nam [oedema], suptatvacam [numbness in skin], bhagnam [fractures], kampanip??itam [afflicted with trembling], ?dhm?nanip??itam [afflicted with abdominal distention], ruj?rtimantam [severe pain]",fatal signs of v?ta disorders
256,254,AB,-,pitta disorders
257,255,ABA,-,morbid state of d??a
258,256,SR16(ABA-1),It is characterized by yellowish discoloration of body and mild raised body temperature. This may be explained by accumulation of pittadosha at the designated site.,Accumulation of pitta pattern (TM2)
259,257,SR17(ABA-2),"It is characterized by yellowish discoloration of the body, increased body heat, desire for cold, reduced sleep, loss of consciousness, weakness of body and sense organs, yellowish discoloration of stool, urine and eyes. This may be explained by marked increase of pittadosha functions and consequent physiological and pathological ramifications.",Aggravation of pitta pattern (TM2)
260,258,SR15(ABA-2.1),"It is characterized by sour eructation, excessive thirst and burning sensation. This may be explained by aggravation of pittadosha at its designated site and preparing to cause certain morbidity.",Vitiation of pitta pattern (TM2)
261,259,SR18(ABA-3),"It is characterized by localised or whole body burning sensation, feeling of smoky eructation. This may be explained by spreading of pittadosha from place of accumulation to other parts or entire body.",Spreading of pitta pattern (TM2)
262,260,SR19(ABA-4),"It is characterized by reduced body temperature and reduced digestive power, reduced luste of the body. This may be explained by marked decrease of pittadosha functions and consequent physiological and pathological ramifications.",Depletion of pitta pattern (TM2)
263,261,ABB,-,diseases due only to vitiated pitta
264,262,ABB-1(SK7Y),-,Bloodshot eye disorder (TM2) ?
265,263,SN44(ABB-2),"It is characterised by foul smelling sweat from palm, sole, axilla and groin region. This may be explained by: (a) Predominance of vitiated pitta affecting the skin.",Foul body smelling disorder (TM2)
266,264,ABB-3(SP9Y),-,Cracking body pain disorder (TM2) ?
267,265,ABB-4,-,hyperhidrosis (due only to pittad??a)
268,266,ABB-5(SM7Y),-,Insatiation disorder (TM2) ?
269,267,ABB-6(SM7Y),-,Internal burning sensation disorder (TM2) ?
270,268,ABB-7(SM3Y),-,Painful acid eructatons disorder (TM2) ?
271,269,ABB-8(SP9Y),-,Burning sensation of shoulder disorder (TM2) ?
272,270,SM10(ABB-9),"It is characterised by ulcer in the mouth, tongue and spread towards oesophagus and stomach. This may be explained by: (a) Increased pittadosha affecting the mouth.",Stomatitis disorder (TM2)
273,271,ABB-10(SP9Y),-,Excessive temperature disorder (TM2) ?
274,272,ABB-11(SP9Y),-,Burning sensation with sweating and restlessness disorder (TM2) ?
275,273,ABB-12,"the disorder is characterized by sarva?ar?rag?? visph??ak?? [blisters all over body], sar?gajvaratar?ayukt?? sph???? [reddish blisters with fever, thirst]",hidradenitis suppurativa/Axillary or inguinal abscess (due only to pittad??a)
276,274,ABB-13,-,jaundice (due only to pittad??a)
277,275,ABB-14,-,pharyngitis (due only to pittad??a)
278,276,ABB-15,-,proctitis (due only to pittad??a)
279,277,ABB-16,-,haemorrhage (due only to pittad??a)
280,278,ABB-17(SP98),-,Blackout disorder (TM2) ?
281,279,ABB-18,-,feeling of bitter taste (due only to pittad??a)
282,280,ABB-19,-,polydipsia (due only to pittad??a)
283,281,ABB-20,-,cracking of skin (due only to pittad??a)
284,282,ABB-21(SP9Y),-,Burning sensation in the skin disorder (TM2) ?
285,283,ABB-22(SP9Y),-,Burning sensation of buccal cavity disorder (TM2) ?
286,284,ABB-23(SP9Y),-,Burning sensation of sense organs disorder (TM2) ?
287,285,ABB-24(SP9Y),-,Burning sensation disorder (TM2) ?
288,286,ABB-25(SP9Y),-,Fuming sensation disorder (TM2) ?
289,287,ABB-26,-,premature greying of hair (due only to pittad??a)
290,288,SM15(ABB-27),"It is characterised by putrid odour in the mouth. This may be explained by: (a) Vitiated kapha, pitta, blood affecting teeth and gums.",Halitosis disorder (TM2)
291,289,ABB-28(SP9Y),-,Scorching pain disorder (TM2) ?
292,290,ABB-29(SP2Y),-,Putrefaction disorder (TM2) ?
293,291,ABB-30(SP9Y),-,Burning sensation of muscle disorder (TM2) ?
294,292,SN00(ABB-31),"It is characterised by painful swelling and redness of the penis may be associated with radiating pain to loin and thigh region. This may be explained by: (a) Aggravation of pitta affecting skin, muscle resulting in inflammation.",Balanitis disorder (TM2)
295,293,ABB-32,-,urticaria (due only to pittad??a)
