Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Name English,Long_definition,Reference
99,99,BGB1.2,Mūttiranāḷakkaṭṭi,மூத்திர நாளக்கட்டி,abcess in the Urinary tract,"It is characterized by a abcess in the urinary tract with burning micturation,hematuria, pus discharge and fever. It is explained by increased Aẕal. Among the seven udal thathukkal Saram, Cennīr affected initialy and then Ūṉ, Koẕuppu gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.54"
100,100,BGB1.3,Kallīral Kaṭṭi,கல்லீரல் கட்டி,abcess in the Liver,"It is characterized by a liver abcess with breathlessness, pain in the thoracic region. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram, Cennīr affected initialy and then Ūṉ, Koẕuppu gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.54"
101,101,BGB1.4,Maṇṇīral Kaṭṭi,மண்ணீரல் கட்டி,abcess in the spleen,"It is characterized by a spleenic abcess with dyspnea, thurst, general bodyache. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram, Cennīr affected initialy and then Ūṉ, Koẕuppu gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.54"
102,102,BGB1.5,Pakka Vilākkaṭṭi,பக்க விலாக்கட்டி,abcess in the thoracic cavity,"It is characterized by a abcess in the thoracic cavity with throat obstruction. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram, Cennīr affected initialy and then Ūṉ, Koẕuppu gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.54"
103,103,BGB1.6,Mārpu Kaṭṭi,மார்பு கட்டி,abcess in the chest,"It is characterized by a abcess in the cardiac or chest region with tiredness, dyspnea and depression. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram, Cennīr affected initialy and then Ūṉ, Koẕuppu gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.54"
104,104,BGB1.7,Iraippaikkaṭṭi,இரைப்பைக்கட்டி,abcess in the stomach,"It is characterized by a abcess in the stomach with loss of appitite, pain in the epigastric and chest region . It is explained by increased Aẕal. Among the seven udal thathukkal Cāram, Cennīr affected initialy and then Ūṉ, Koẕuppu gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.54"
105,105,BGB1.8,Toṭai Iṭukku Kaṭṭi,தொடை இடுக்கு கட்டி,abcess in the Inguinal Region,"It is characterized by a abcess in the inguinal region with pain, fever, difficult to walk and adduct the legs. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram, Cennīr affected initialy and then Ūṉ, Koẕuppu gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.54"
106,106,BGB1.9,Aṇṭakkaṭṭi,அண்டக்கட்டி,abcess in the scrotum,"It is characterized by a abcess in the scrotum with pain in the scrotum, lower back region. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram, Cennīr affected initialy and then Ūṉ, Koẕuppu gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.54"
107,107,BGB1.10,Eruvāykkaṭṭi,எருவாய்க்கட்டி,abcess in and around the anus,"It is characterized by a abcess in and around the anus with painful defication and pus discharge. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram, Cennīr affected initialy and then Ūṉ, Koẕuppu gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.54"
108,108,BH,Koppuḷam,கொப்புளம்,Boils,,
109,109,BHB,Aẕal,அழல்,Boils classified under azhal,,
110,110,BHB1.1,Akkuḷ Koppuḷam,அக்குள் கொப்புளம்,Boils in the axilla,"It is characterized by small multiple boils present in and around the axillary region. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.73"
111,111,BHB1.2,Ammai Koppuḷam,அம்மை கொப்புளம்,Chicken pox blisters,"It is characterized by vesicles over erythematous lesions. It is expalained by the increased Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.312"
112,112,BI,Kuṭṭam,குட்டம்,Skin lesion,,
113,113,BIA,Vaḷi,வளி,Skin lesion classified under vali,,
114,114,BIA1.1,Kapāla Karuṅkuṭṭam,கபால கருங்குட்டம்,Hyperpigmentation of skin in the scalp,"It is characterized by hyperpigmented skin lesions in the scalp with dryness, scaliness and severe itching. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and senner gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.134"
115,115,BIA1.2,Kapāla Viṭak Kuṭṭam,கபால விடக் குட்டம்,Thickening of scalp skin due to toxins,"It is characterised by coin shaped hyperkeratinised lesions with hyperpigmented dots, itching of scalp, hair loss and emaciation due to toxins. It is explained by increased vali and Aẕal. Among the Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.135"
116,116,BIA1.3,Kaṭic Cevi Kuṭṭam,கடிச் செவி குட்டம்,Skin fissures in the ears,It is characterised by allergic lesions around the ear caused by some unknown insect bite. It is explained by deranged Aẕal humour. Among the seven Uṭaṟtātukkaḷ Cennīr is increased.,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
117,117,BIA1.4,Kaṭuppuc Cevi Kuṭṭam,கடுப்புக் செவி குட்டம்,Skin irritation over the ears,It is characterised by skin lesion around the ear causing pain. It is explained by deranged vali. Among the seven Uṭaṟtātukkaḷ Cāram is decreased and senneeer is increased.,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
118,118,BIA1.5,Karuñcevi Kuṭṭam,கருஞ்செவி குட்டம்,Blackish discolouration of the skin in the ear,"It is characterised by hyperpigmented skin around the ears, ear ache due to skin infection in the middle ear. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.","K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
119,119,BIA1.6,Kaṭuppu Peru Nōy (Karṇakuṭṭam),கடுப்பு பெரு நோய் (கர்ணக்குட்டம்),Cracks in the skin and bluish discolouration,"It is characterised by pain all over the body, cracks over the skin, pruritis, swollen and bulky appearance with bluish discolouration of the body. It is explained by increased vyanan and prasagam . Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affe","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 349"
120,120,BIA1.7,Puḷḷic Cevi Kuṭṭam,புள்ளிச் செவி குட்டம்,Annular lesion in the skin of the ear,It is characterised by hypopigmented dots around the ear. It is explained by decreased vali and increased aiyam humour. Among the seven Uṭaṟtātukkaḷ Cennīr gets affected.,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
121,121,BIA1.8,Caruma Cevik Kuṭṭam,சரும செவிக் குட்டம்,Thickening of the skin in ear with severe itching,It is characterised by change in skin texture around the ear. It is explained by deranged vali. Among the Uṭaṟtātukkaḷ Cāram is increased.,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
122,122,BIA1.9,Cevi Ceṅkuṭṭam,செவி செங்குட்டம்,Inflammatory skin lesion in the ear,It is characterised by inflammatory skin disease around the ears. It is explained by increase of Aẕal humour. Among the seven udal thathukkal Cāram and Cennīr gets affected.,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
123,123,BIA1.10,Viṭa Cevik Kuṭṭam,விட செவிக் குட்டம்,Skin lesions in the ears due to toxins,It is characterised by skin lesion around the ear due to some toxins. It may be explained by increase in Aẕal.,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
124,124,BJ,Maccam,மச்சம்,Mole,,
125,125,BJA,Vaḷi,வளி,Mole classified under vali,,
126,126,BJA1.1,Maccam,மச்சம்,Mole,"It is characterised by circumscribed hyperplasia, pale or brown coloured naevus. It doesnot cause any problem and useful for the personal identifications. Treatment is not indicated if they are not showing signs of malignant transformation. It is explain","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.311"
127,127,BK,Maruḷ,மருள்,Wart,,
128,128,BKA,Vaḷi,வளி,Wart classified under vali,,
129,129,BKA1.1,Maruḷ,மருள்,Wart,"It is characterised by small fleshy or grainy bumps with rough or smooth surface, common in face, neck, upper and lower limbs, rarely painful and grows when put on pressure. It is explained by the imbalance of vali and Aẕal humour affecting ranchagam and","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.310"
130,130,BL,Mayir Utiral,மயிர் உதிரல்,Hair loss,,
131,131,BLA,Vaḷi,வளி,Hair loss classified under vali,,
132,132,BLA1.1,Mayir Utiral,மயிர் உதிரல்,Hair loss,"It is characterised by loss of hair in scalp or body due to malnutrition, stress, certain medications. It is explained by aggravation of Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu, Eṉpu, Mūḷai and sukkilam gets affected.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.307"
133,133,BM,Mukapparu,முகப்பரு,Acne,,
134,134,BMB,Azhal,அழல்,Acne classified under azhal,,
135,135,BMB1.1,Mukapparu,முகப்பரு,Acne,"It is characterised by chronic inflammation of pilo sebaceous follicles, comedones, papules, pustules, cysts, nodules and often scars. It occurs primarily in the oily areas of skin. It is explained by aggravation of Aẕal and associated with aiyam. Among t","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.301"
136,136,BN,Narai,நரை,Grey hair,,
137,137,BNC,Aiyam,ஐயம்,Grey hair classified under aiyam,,
138,138,BNC1.1,Narai,நரை,Grey hair,"It is characterized by premature greying of hair in young adults and even in children. It may be explained by the decreased ranjaga Aẕal and vali which in turn increases aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, senner, Ūṉ, Koẕuppu, Eṉpu and Mūḷai gets","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.307"
139,139,BO,Pāl Uṉṉi,பால் உண்ணி,Molluscum,,
140,140,BOA,Vaḷi,வளி,Molluscum classified under vali,,
141,141,BOA1.1,Pāl Uṉṉi,பால் உண்ணி,Molluscum,"It is characterised by the eruption of small, umblicated, multiple pearled or flesh-coloured smooth, shiny, globular papules, located on the face, trunk and extremities. It is explained by derangement of vali. Among the seven Uṭaṟtātukkaḷ Cāram gets aff","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.310"
142,142,BQ,Paṭartāmarai,படர்தாமரை,Ring worm infection,,
143,143,BQC,Aiyam,ஐயம்,Ring worm infection classified under aiyam,,
144,144,BQC1.1,Paṭartāmarai,படர்தாமரை,Ring worm infection,"It is characterised by skin lesion of small erythematous area, scaling or vesicular and crusted patch that spreads peripherally and partly clears in centre. Pruritus, burning sensation and hyperpigmentation of skin also present. It is explained by increas","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.305"
145,145,BR,Pēṉkaḷ,பேன்கள்,Lice,,
146,146,BRA,Vaḷi,வளி,Lice classified under Vali,,
147,147,BRA1.1,Pēṉkaḷ,பேன்கள்,Pediculosis,"It is characterised by itching and irritation due to infestation of lice in any part of the body. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and gets affected.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.324"
148,148,BS,Perunōy,பெருநோய்,Skin eruptions,,
149,149,BSA,Vaḷi,வளி,Skin eruptions classified under vali,,
150,150,BSA1.1,Attikkāy Peru Nōy (Avutumpara Kuṭṭam),அத்திக்காய் பெருநோய் (அவுதும்பர குட்டம்),Neurofibroma,"It is characterised by fig like hardened skin eruptions, spreading all over the body, wrinkles, itching and numbness, giddiness. It is explained by increased Aẕal and vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 350"
151,151,BSA1.2,Nāp Peru Nōy (Citmā Kuṭṭam),நாப் பெருநோய் (சித்ம குட்டம்),Greenish yellow annular lesion with numbness,"It is characterised by hypopigmented skin lesions, subsequently changes to greenish yellow, numbness, could not able to move the body, develops memory loss. It may be explained by increased vatham and pitham. Of the seven udal thathukkal, Cāram, senner,","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 355"
