Sr No.,NUMC_ID,NUMC_CODE,Arabic_term,NAMC_TERM,Name English,Long_definition
147,146,A-38.7,كزاز ضربي/ كزاز جرحي,Kuzāz Ḍarbī/ Kuzāz Juruḥī,Traumatic tetanus,Tetanus that occurs due to injury or wound.
148,147,A-39,لقوه,Laqwa,Facial palsy,"A disease of the facial muscles in which face is deviated to either side. In this condition patient cannot close his eyes on the affected side and lips, completely. Saliva continues to dribble from the angles of the mouth. When the patient blows, air comes out from one side of the mouth. When this disease is bilateral there is no deviation of face but lips and eyes do not close completely."
149,148,A-39.1,لقوه استرخائي,Laqwa Istirkhā’ī,deviation of one side of face due to flaccidity of muscles,Deviation of face due to flaccidity of the facial muscles.
150,149,A-39.2,لقوه تشنجي,Laqwa Tashannujī,deviation of one side of face due to spasm of muscles,Deviation of face due to spasm of the facial muscles.
151,150,A-40,رعشہ,Ra‘sha,Tremor,Shivering of the organs of the body due to the weakness or defect in motor system. It is a mixture of voluntary and involuntary movements of the body.
152,151,A-40.1,رعشہ بارد,Ra‘sha Bārid,tremor due to cold morbid temperament,A type of <em>Ra‘sha</em> caused by simple cold morbid temperament of the organ.
153,152,A-40.2,رعشہ شرابيہ,Ra‘sha Sharābiyya,Alcoholic tremors,Shivering of the organs due to increased/habitual intake of alcohol.
154,153,A-41,ارتعاد,Irti‘ād,Twitching of muscles,Trembling of muscles. It occurs due to the predominance of <em>Ruṭūbat</em> (moistness) in the brain.
155,154,A-42,خدر,Khadar,Numbness,"The complete/partial loss of sensation of any organ of the body. According to causes it can be of four types i. e. <em>Balghamī</em> (phlegmatic), <em>Damawī</em> (sanguineous), <em>Sawdāwī</em> (melancholic) and <em>Ṣafrāwī</em> (bilious)."
156,155,A-43,اختلاج,Ikhtilāj,Fasciculation,"Involuntary movement of the muscles of organs e.g. eyelids, heart, stomach and spleen that can be felt on the skin also. According to aetiology it is of two types: <em>Ikhtilāj Bārid</em> (chronic) and <em>Ikhtilāj Ḥārr</em> (acute)."
157,156,B,امراض عین,Amrāḍ-i-‘Ayn,Diseases of Eye,
158,157,B-1,رمد/ آشوب چشم,Ramad/ Āshob-i-Chashm,Acute conjunctivitis,"It is considered as an inflammation of conjunctiva of eye which is <em>Ḥārr</em> (acute) in nature. Sometimes only the pain of eyes is known as Ramad. In this condition eyelids become swollen, eyes become red with continuous watering."
159,158,B-1.1,رمد دموي,Ramad Damawī,Sanguineous conjunctivitis,"It is a type of Ramad caused by the predominance of <em>Dam</em> (sanguine) in the surrounding areas of brain and its infiltration into eyes. It is characterized by redness of eyes, swelling, engorgement of vessels of eyes, temporal region of face, pulsation at temporal region, decreased lacrimation and purulent discharge."
160,159,B-1.2,رمد صفراوی,Ramad Ṣafrāwī,Bilious conjunctivitis,"A type of <em>Ramad</em> caused by the predominance of <em>Ṣafrā’</em> (yellow bile) and its infiltration into the area surrounding the eye. It is characterized by severe pain from the beginning, pricking sensation, excessive lacrimation but comparatively less redness in the eyes."
161,160,B-1.3,رمد بلغمی,Ramad Balghamī,Phlegmatic conjunctivitis,"A type of <em>Ramad</em> caused by excessive intake of milk and other diets that produce phlegm. It is also associated with extreme cold condition and catarrh. In this condition, eyes appear to be wet with little redness, pain and discharge."
162,161,B-1.4,رمد سوداوی,Ramad Sawdāwī,Melancholic conjunctivitis,A type of <em>Ramad</em> caused by dryness of temperament as a result of excessive intake of black bile producing diets. It is characterized by dryness and discoloration of eyes with decreased lacrimation and less stickiness of eyes. It is a long lasting condition.
163,162,B-1.5,رمد ریحی,Ramad Rīḥī,gaseous conjunctivitis,"A type of <em>Ramad</em> accompanied with lacrimation and shifting pain. It is caused by accumulation of thick vapours coming from the brain towards conjunctiva. In this condition there is distension and radiation of pain towards the head, eyes and face."
164,163,B-1.6,رمد بثوري/ ودقہ,Ramad Buthūrī/ Wadaqa,Phlyctenular conjunctivitis,"Inflammation of conjunctiva which appears as a hard white nodule due to accumulation of phlegm. It resembles fat in its colour but not in consistency. If it is due to accumulation of <em>Dam</em> (blood/sanguine) its colour is red. It is found on inner canthus, outer canthus, below eyelids and around cornea in a beaded manner."
165,164,B-1.7,رمد زهري,Ramad Zuhrī,Gonococcal conjunctivitis,An infectious inflammation of conjunctiva due to gonorrhoea. It is associated with severe pain and redness of eyes.
166,165,B-1.8,رمد ثلجي,Ramad Thaljī,conjunctivitis due to staring at snow,The inflammation of conjunctiva caused by continuous staring at snow.
167,166,B-2,تكدر طبقة الملتحمة,Takaddur Ṭabaqa al-Multaḥima,Hyperaemia of eye,Redness of eye due to sub acute inflammation with moderate symptoms. Redness of the eyes is also mild leading to dirty eyes.
168,167,B-3,سبل,Sabal,Vascular keratitis/Pannus,Its literal meaning is “flowing of tears” which is an essential feature of this disease. It is a type of covering which is caused due to the dilatation of outer vessels of eye and covers the surface of conjunctiva and cornea. On appearance it appears to be a white thin layer.
169,168,B-3.1,سبل رطب,Sabal Raṭb,moist covering on the surface of conjunctiva,"A type of vascular keratitis which is characterized by the presence of fluid in the eyelids, itching, pain of the eyes and sneezing."
170,169,B-3.2,سبل يابس,Sabal Yābis,dry covering on the surface of conjunctiva,It is a type of vascular keratitis characterised by the presence of the covering or layer on the surface of conjunctiva and cornea. This condition is usually asymptomatic.
171,170,B-3.3,سبل مستحكم,Sabal Mustaḥkam,thick covering on the surface of conjunctiva,A type of vascular keratitis in which the thick layer covers the cornea completely. The condition is caused by the congestion of vessels with viscous fluids.
172,171,B-4,كمنہ,Kumna,Amaurosis,"A condition much similar to <em>Ramad Yābis</em> (dry conjunctivitis) with partial loss of vision. In this condition there is opacity of layers of eyes. They seem to be dirty, reddish and fogging. This is characterized by slow movement of the eye, apparent enlargement of the eye with itching which is relieved only by warm water."
173,172,B-5,انتفاخ,Intifākh,distension of conjunctiva,A chronic inflammation of conjunctiva accompanied with itching.
174,173,B-5.1,انتفاخ ريحي,Intifākh Rīḥī,gaseous distension of conjunctiva,Swelling of eye that appears abruptly and deviates towards the inner canthus. There is some itching before the appearance of swelling. This swelling generally appears in summers and in old persons. It is white in colour similar to phlegmatic swelling.
175,174,B-5.2,انتفاخ بلغمي,Intifākh Balghamī,phlegmatic distension of conjunctiva,The swelling is more viscous than <em>Intifākh Rīḥī</em> and pitting sign remains on the swelling for sometimes.
176,175,B-5.3,انتفاخ مائي,Intifākh Mā’ī,distension of conjunctiva due to fluid,Swelling without any sign of pitting. There is no itching and pain of eye.
177,176,B-5.4,انتفاخ سوداوي,Intifākh Sawdāwī,melancholic distension of conjunctiva,Hard swelling with bluish colouring. It usually occurs after chronic conjunctivitis or small pox. It usually occurs in the whole eye.
178,177,B-6,بياض العين,Bayāḍ al-‘Ayn,Corneal opacity,"A disease in which outer surface of cornea becomes white and opaque. This layer or covering is also known as <em>Ghamām</em>, Abr and <em>Saḥāb</em>.When the opacity lies in the cornea it is known as <em>Bayāḍ</em>. This condition occurs in post corneal ulcers, conjunctivitis, and migraine. It may also be caused by regular irritation of cornea leading to its ulcers, trichiasis, trachoma, etc."
179,178,B-7,ظفرہ,Ẓafara,Pterygium,"A projection or growth from the inner canthus of eye towards cornea. It is also known as <em>Ẓufra</em>. The projection is muscular, membranous or nervine in nature. It is of four types: 1.Thin like membrane and starts from one side of conjunctiva. It resembles <em>Sabal</em>. 2. Arises from the fat of inner canthus and stops after reaching cornea. 3. Covers the cornea leading to disturbance of vision or complete loss of vision. 4. Rare type which either appears from conjunctiva or sclera."
180,179,B-8,غدة العين,Ghudda al-‘Ayn,Adenoma of eye,A type of glandular tumour which occurs at the inner canthus of eye. This often covers the lacrimal gland duct preventing the passage of tears.
181,180,B-9,قروح العين,Qurūḥ al-‘Ayn,Ulcers of eye,"Ulcers may occur anywhere in the eye but detected only when conjunctiva, cornea and iris are involved. These are caused by acute and burnt humours which infiltrate the layers of eyes causing the ulceration therein. These are caused by the trauma with sharp objects, maltreatment of conjunctivitis and small pox."
182,181,B-10,قروح الملتحمة,Qurūḥ al-Multaḥima,Conjunctival ulcers,An eye ulcer characterized by a red spot on conjunctiva or sometimes whole conjunctiva becomes red.
183,182,B-11,قروح العنبية,Qurūḥ al-‘Inabiyya,ulcers of iris,Ulcers of iris which are seen as a red spot behind the cornea in which arteries are prominent. Such ulcers often tear the cornea.
184,183,B-12,قروح القرنية,Qurūḥ al-Qarniyya,Corneal ulcers,Ulcers that present as a white spot in cornea. Corneal ulcers may be superficial and deep. There are four types of superficial ulcers of cornea and three types of deep ulcers.
185,184,B-12.1,قروح القرنية خارجيہ,Qurūḥ al-Qarniyya Khārijiyya,Superficial ulcers of cornea,"These are superficial corneal ulcers, and are of four types: 1. <em>Qatlām</em> (Ulcus Serpens): These ulcers appear as cloudy, grey area covering most of the cornea. The cornea becomes lustreless. 2. <em>Saḥāb</em>: This is also cloudy but covers small portion of cornea. It is also known as <em>Qānāliyūn</em>. 3. <em>Iklīl</em> (marginal ulcer): These ulcers are in the shape of crown of king that is why these are known as <em>Iklīl</em>. These ulcers occur at the margins of cornea and extend towards conjunctiva. It is also known as <em>Arkhāniyūn</em>."
186,185,B-12.2,قروح القرنية داخليہ,Qurūḥ al-Qarniyya Dākhiliyya,Deep corneal ulcers,These are deep corneal ulcers and are of three types: 1. <em>Jāwarsiyya</em>: These are the millet shaped ulcers of cornea which is deep with little cicatrisation. These are also known as <em>Luqutūn</em>. 2. <em>Ḥafira</em>: These are deep and wide ulcers of cornea. These are also known as <em>Qūlūma</em>. 3. <em>Iḥtirāqī</em>: These are also deep ulcers with much cicatrisation. These are also known as <em>Abīqūma</em> and <em>Ḥaqīqāwūma</em>.
187,186,B-12.3,قروح القرنية ذات العروق,Qurūḥ al-Qarniyya Dhāt al-‘Urūq,Ulcers of eye,Ulcers appearing in the cornea with spreaded vessels like web. It often occurs in other layers of eyes also.
188,187,B-13,بثور القرنية,Buthūr al-Qarniyya,corneal eruptions,"These are the eruptions occurring on the outer, middle and inner layers of cornea. These are caused either by fluids that are less in quantity but bad in quality or vice versa."
189,188,B-14,دبيلة القرنية,Dubayla al-Qarniyya,corneal abscess,It is a suppurative ulcer covering the whole cornea. It is caused by impairment of humour pouring towards the eyes and their putrefaction etc. It is characterized by the presence of a large sized ulcer covering whole of cornea and severe pain.
190,189,B-15,سرطان القرنية,Saraṭān al-Qarniyya,Corneal cancer,"It is a type of cancer occupying most of the cornea. It represents itself as the accumulation of thick pus on cornea with redness of vessels surrounding the cornea. It is caused by the infiltration of bad quality black bile along with the inability of cornea to remove that matter. It is characterized by severe pain especially during movement or seeing towards sun or fire, etc."
191,190,B-16,رطوبۃ القرنیۃ,Ruṭūba al-Qarniyya,cloudy cornea,It is a condition of accumulation of infiltrated thick fluids on the cornea. It is characterized by cloudy cornea and diminished vision. Patient’s eyes remain wet and he/she endures continuous nasal discharge.
192,191,B-17,يبس القرنیۃ,Yubs al-Qarniyya,Dry eye,It is the spasm of cornea leading to diminished vision and dry eye.
193,192,B-18,غرب,Gharb,Chronic dacryocystitis,"Chronic inflammation of the inner canthus of eye leading to the flow of tears continuously. This is caused by the presence of abscess, pustules, boils in the inner canthus which ruptures to form fistula."
194,193,B-18.1,غرب غیر منفجر,Gharb Ghayr Munfajir,Lacrimal cyst,It is a small abscess like swelling not greater than gram (a grain) and appearing in between the inner canthus and nose. It is caused by the flow of morbid matter on to the site of swelling.
195,194,B-18.2,غرب منفجر,Gharb Munfajir,Lacrimal abcess,It is a depression in the inner canthus of eye filled with pus. It is caused by putrefaction of humour within the inner canthus.
196,195,B-19,خضرة العين,Khuḍra al-‘Ayn,greenish discoloration of eye,Change in the colour of eye due to injury. This change is either due to contusion or sub mucosal haemorrhage of eye.
197,196,B-20,زرقة العين,Zurqa al-‘Ayn,blue discoloration of eye,A condition in which eyes become cyanosed or bluish coloured because of haemorrhage after injury.
